Material Description,Plant,Period,Year,Amount in LC,Quantity
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7561.09,265
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7526.33,264
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8673.53,304
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8708.29,305
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,-6326.98,-219
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7282.98,255
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,-16790.84,-584
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,108653.75,3790
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1755.56,63
Crate: Brown Quart,AA,7,2022,-886.05,-60
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10237.89,358
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10237.89,358
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6170.55,217
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6344.36,223
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2103.2,75
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,330.25,13
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1912.0,68
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,295.49,12
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8725.67,306
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8847.35,310
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7891.35,277
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7995.64,280
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5197.16,183
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5179.78,182
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7682.76,269
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7648.0,268
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9368.8,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9386.18,329
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5683.85,200
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5666.47,199
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7787.05,273
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7787.05,273
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11193.89,392
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11176.51,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12115.13,424
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12115.13,424
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,14166.18,495
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13905.45,486
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10029.31,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10185.75,357
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6778.91,238
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,15382.91,538
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8534.47,299
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6518.18,229
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6396.51,225
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12010.84,420
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11958.69,418
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9455.71,331
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9490.47,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7022.25,246
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7074.4,248
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10759.35,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8777.82,308
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8795.2,308
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1277.56,46
Crate: Brown Quart,AA,7,2022,-644.8,-43
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9229.75,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9142.84,320
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12010.84,420
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11976.07,419
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7178.69,252
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7196.07,252
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1712.11,61
Crate: Brown Quart,AA,7,2022,-864.11,-58
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8186.84,287
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8082.55,283
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,104.29,5
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,139.05,6
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5370.98,189
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5440.51,191
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10898.4,382
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11089.6,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,3719.71,131
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,3806.62,134
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7561.09,265
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7456.8,262
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4536.65,160
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4571.42,161
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4258.55,150
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4206.4,148
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7978.25,280
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7804.44,274
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12897.31,451
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13018.98,455
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,999.45,36
Crate: Brown Quart,AA,7,2022,-504.43,-33
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12375.85,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12375.85,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12010.84,420
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11923.93,417
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10272.65,360
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10394.33,364
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12115.13,424
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12219.42,428
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10759.35,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10533.38,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12462.76,436
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12584.44,440
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10011.93,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9907.64,347
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12254.18,429
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12375.85,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13018.98,455
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12966.84,454
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10133.6,355
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10046.69,352
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10516.0,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10463.85,366
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10759.35,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11054.84,387
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11454.62,401
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11193.89,392
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1512.22,54
Crate: Brown Quart,AA,7,2022,-763.23,-51
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11437.24,400
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11558.91,405
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11906.55,417
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11837.02,414
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2311.78,82
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,86.91,5
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2450.84,87
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,69.53,4
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1494.84,54
Crate: Brown Quart,AA,7,2022,-754.45,-51
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6813.67,239
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6813.67,239
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9577.38,335
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9594.76,336
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8065.16,283
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8030.4,282
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11089.6,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11263.42,394
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8569.24,300
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8621.38,302
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11506.76,403
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11472.0,402
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12010.84,420
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12097.75,423
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10620.29,372
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10533.38,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9872.87,346
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9855.49,345
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9455.71,331
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9455.71,331
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11871.78,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11854.4,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11054.84,387
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10846.25,380
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12567.05,440
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12897.31,451
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8569.24,300
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8412.8,295
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11472.0,402
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11367.71,398
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10741.96,376
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12862.55,450
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12862.55,450
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10898.4,382
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10933.16,383
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11784.87,412
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11923.93,417
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1512.22,54
Crate: Brown Quart,AA,7,2022,-763.23,-51
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6692.0,235
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6500.8,228
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7578.47,266
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7682.76,269
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10168.36,356
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10272.65,360
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7543.71,265
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7595.85,266
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8551.85,300
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8308.51,291
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7439.42,261
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7543.71,265
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1442.69,52
Crate: Brown Quart,AA,7,2022,-728.14,-49
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12723.49,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12619.2,442
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9021.16,316
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9090.69,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5005.96,176
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5075.49,178
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10498.62,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10446.47,366
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12862.55,450
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12862.55,450
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8065.16,283
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8099.93,284
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11332.95,397
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11298.18,395
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12236.8,428
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12167.27,426
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13384.0,468
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13436.15,470
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7995.64,280
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7908.73,277
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10846.25,380
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10863.64,380
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11298.18,395
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11506.76,403
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13158.04,460
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12984.22,454
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12028.22,421
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12062.98,422
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13592.58,475
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13592.58,475
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9177.6,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8899.49,312
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13870.69,485
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,13905.45,486
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4414.98,155
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,225.96,9
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4693.09,165
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,191.2,8
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1181.96,43
Crate: Brown Quart,AA,7,2022,-596.55,-40
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8604.0,302
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8430.18,295
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12810.4,448
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12932.07,452
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10516.0,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10342.18,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10168.36,356
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10376.95,363
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11472.0,402
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11454.62,401
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10290.04,360
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10081.45,353
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9699.05,340
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9977.16,349
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11854.4,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11611.05,406
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9055.93,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9194.98,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9351.42,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7561.09,265
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7335.13,257
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10029.31,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10098.84,354
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,3389.45,120
Crate: Brown Quart,AA,7,2022,-171.07,-10
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9455.71,331
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9473.09,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4032.58,142
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4154.25,146
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10881.02,381
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10689.82,374
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10324.8,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10550.76,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9108.07,319
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9055.93,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8934.25,313
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10255.27,359
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10446.47,366
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8499.71,298
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8673.53,304
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9281.89,325
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8969.02,314
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9664.29,338
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9890.25,346
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,-695.27,-23
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,-107263.2,-3738
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,260.73,11
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,243.35,10
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,365.02,14
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,990.76,36
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,182648.15,6370
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5909.82,208
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5788.15,203
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6396.51,225
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6570.33,231
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2051.05,73
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2051.05,73
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10533.38,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10498.62,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9212.36,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9055.93,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2077.13,74
Crate: Brown Quart,AA,7,2022,-1048.34,-71
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,11958.69,418
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9664.29,338
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,21796.8,762
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8447.56,296
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8499.71,298
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9803.35,343
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9768.58,342
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7682.76,269
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7717.53,271
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7526.33,264
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7474.18,262
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5996.73,211
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6031.49,212
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10011.93,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9368.8,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2676.8,95
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2659.42,94
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1199.35,43
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1772.95,63
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4884.29,172
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4901.67,172
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,625.75,23
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,677.89,25
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1425.31,51
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1581.75,57
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1599.13,57
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,1286.25,46
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2398.69,85
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2468.22,88
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2954.91,105
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2954.91,105
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5075.49,178
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5058.11,178
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9038.55,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9212.36,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10046.69,352
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9768.58,342
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9838.11,345
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9942.4,348
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6570.33,231
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,6552.95,230
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7630.62,268
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7595.85,266
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2520.36,89
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,2555.13,91
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5423.13,191
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5249.31,185
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4067.35,143
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,4380.22,154
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10498.62,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,10324.8,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5353.6,188
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5005.96,176
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7926.11,278
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8082.55,283
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,3824.0,135
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,3910.91,138
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5875.05,206
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,5666.47,199
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8238.98,289
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8517.09,298
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12619.2,442
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12480.15,437
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8099.93,284
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7995.64,280
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12028.22,421
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,12028.22,421
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9177.6,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8238.98,289
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,8499.71,298
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7873.96,276
B&CR: 750RB Amber Calabash & Brown Crate,AA,7,2022,7752.29,272
